Id,Triple,Label
74141,36551 runner 23272,0
74142,8098 commander 28504,0
74143,26169 mmf 26173,1
74144,9661 champion 10237,1
74145,35731 cup1Result 28588,0
74146,8543 crosses 7469,0
74147,42764 rd2Team 42792,1
74148,3452 bowl 4029,0
74149,29843 sponsor 38691,0
74150,33415 nearSe 33429,1
74151,10974 winners 14819,0
74152,1650 bowlname 19726,1
74153,3446 bowlname 6742,1
74154,31554 ideology 25161,0
74155,5926 nearNw 31380,0
74156,6128 upstream 28518,1
74157,22212 trailheads 29929,0
74158,14072 leaderName 40973,0
74159,15266 breeder 33054,0
74160,9760 playerTeam 36401,0
74161,18924 judges 18925,1
74162,6738 affiliation 10295,0
74163,17859 depositor 16240,0
74164,15998 coach 19751,0
74165,7011 seats2Title 7014,1
74166,5397 blank1NameSec 11727,0
74167,40840 cooffCoach 25503,0
74168,7449 countryAdminDivisions 16047,0
74169,9747 presenter 9749,1
74170,37639 nearN 14117,0
74171,15780 seatType 2208,1
74172,21218 shortestreign 3786,0
74173,13571 week 17074,0
74174,39784 mp 38589,1
74175,5031 governmentType 19184,1
74176,21346 blank3NameSec 21355,1
74177,5777 homehr 14891,0
74178,43287 minister 36781,0
74179,7806 mawards 7809,1
74180,35067 next 15420,0
74181,4659 1namedata 13560,1
74182,24105 week 24107,1
74183,40539 shipCountry 1321,0
74184,39668 nearN 39670,1
74185,6024 towns 28830,0
74186,42520 issue 3023,0
74187,17018 nearSe 41648,1
74188,10068 n 23223,0
74189,22753 postseason 40613,0
74190,14876 commands 25322,0
74191,25968 governmentType 27158,0
74192,6480 fedgov 21451,0
74193,28182 size 9847,0
74194,777 sisters 6282,1
74195,38511 previous 42902,1
74196,41314 formerpartner 41309,1
74197,11978 continentalcup2Qualifiers 17027,0
74198,388 ancestor 5325,1
74199,28993 leaderParty 17752,1
74200,29308 champions 17642,0
74201,9300 occupations 31217,0
74202,21039 architect 32590,0
74203,21116 start 27957,0
74204,20868 leaderName 7355,1
74205,17512 first 18730,0
74206,34705 poleTeam 25037,0
74207,22713 order 30094,0
74208,29531 fastDriver 11995,0
74209,37724 creators 34685,0
74210,464 hometown 482,1
74211,40273 nearW 40305,1
74212,38992 executiveProducer 38995,1
74213,43050 bishop 43053,1
74214,39109 subgroup 39110,1
74215,13423 visitingTeam 13449,1
74216,20537 commander 20538,1
74217,2133 starterC 2211,1
74218,43952 assemblyconstituencies 35657,0
74219,12958 nearSe 35971,0
74220,14803 goalie 12438,0
74221,26788 university 28220,1
74222,35447 department 35448,1
74223,21606 blank2Info 25682,0
74224,1155 other 11361,0
74225,3005 subgroup 39893,0
74226,6677 colours 10214,0
74227,42854 largestCity 28005,0
74228,3576 firstFcVenue 3577,1
74229,40817 cathedral 42370,0
74230,25145 mostSuccessfulClub 31788,0
74231,23971 champion 24334,1
74232,31221 artists 31222,1
74233,6314 east 32876,1
74234,24105 week 24120,1
74235,6749 sw 21235,0
74236,21235 coach 32233,0
74237,34977 age 34978,1
74238,3409 topscorer 20230,1
74239,43882 debutagainst 31049,0
74240,20516 style 32969,0
74241,22667 area 22668,1
74242,7011 youthWing 40756,0
74243,2817 subsid 19664,1
74244,35463 stat2label 534,1
74245,27219 blank2Info 27221,1
74246,23584 description 39161,0
74247,31029 currentTeam 6902,0
74248,12979 monarch 40921,0
74249,32173 goalie 17258,0
74250,41489 carbody 20193,1
74251,6256 nearestCity 12043,0
74252,13895 issue 31738,0
74253,30096 locationCountry 374,1
74254,5059 chronology 32920,0
74255,22655 cup1Result 16581,1
74256,21124 alliance 19763,0
74257,12720 northwest 12713,1
74258,25804 postalCode 22244,0
74259,34868 commands 34869,1
74260,2154 highestMount 18423,0
74261,13367 nearE 18225,0
74262,3293 governmentType 22866,1
74263,20064 bishop 12480,0
74264,20380 semifinal 30244,1
74265,1650 bowlname 27795,0
74266,2828 mediaAffiliates 15808,0
74267,5402 poll 31362,0
74268,7597 receiver 24062,0
74269,12662 overlay 31517,1
74270,6405 coach 16000,0
74271,17809 lw 24858,1
74272,18970 northeast 18974,1
74273,33009 umpires 28569,0
74274,4219 host 24235,0
74275,43841 constellationName 6420,1
74276,25354 discoverer 25357,1
74277,31281 terminusA 31282,1
74278,25934 university 8656,1
74279,15528 regent 15534,1
74280,21600 constituencyMp 35468,1
74281,16029 governmentType 21731,0
74282,6035 previous 5634,0
74283,5924 nearNe 3669,0
74284,14643 level 43517,0
74285,15951 coach 304,0
74286,14816 teacher 14735,1
74287,3707 south 3715,1
74288,8874 rivalries 8876,1
74289,8379 ownership 16321,0
74290,18100 rd4Team 16372,0
74291,9826 imageCaption 9827,1
74292,9945 infraordo 8315,1
74293,21499 discipline 30410,1
74294,6025 unrankedOrdo 11904,0
74295,37384 topGoalScorer 16582,0
74296,15995 precededBy 23758,1
74297,34744 currentSeries 37903,1
74298,39957 mp 43510,0
74299,7128 mostSuccessfulClub 43116,0
74300,14678 ordainedBy 27385,0
74301,20442 grandmothers 20449,1
74302,42807 nameOfRace 42808,1
74303,9690 extour 21666,1
74304,8654 receiver 12816,0
74305,18102 electorate 30868,0
74306,8721 currentTeam 36593,0
74307,8868 neareststarname 8870,1
74308,27366 founder 36580,0
74309,24526 tributariesLeft 37767,0
74310,8133 formerTeams 8144,1
74311,10924 west 10922,1
74312,27665 system 39221,0
74313,14191 sbSite 28408,0
74314,32874 nearNe 41772,1
74315,39000 officiallang 13333,0
74316,18226 transitType 18227,1
74317,18256 gamename 11771,1
74318,7552 homeConference 33199,0
74319,4218 establishedTitle 19452,0
74320,16950 seat 33481,1
74321,14470 domestic 17792,0
74322,36333 inkers 12341,0
74323,39610 moduleAuthors 20116,0
74324,3619 homeCoach 12453,0
74325,7186 visitorConference 115,1
74326,10485 playerTeam 36209,0
74327,19448 creator 14456,0
74328,43565 employer 43566,1
74329,20487 bowlResult 20557,1
74330,28500 parish 16263,0
74331,1273 father 25082,0
74332,42203 seat 26239,0
74333,41046 areaCodeType 39782,0
74334,42162 winners 8737,0
74335,3034 mp 35291,1
74336,8238 n 23550,0
74337,43100 demographics2Title 5542,0
74338,5306 promotion 42945,0
74339,31498 creator 31500,1
74340,41495 sisterNames 9108,0
74341,15627 states 1263,0
74342,4799 patron 25986,0
74343,43083 usAnnouncers 31740,0
74344,21386 southwest 30720,0
74345,29221 homeCoach 23998,1
74346,7883 1namedata 19115,0
74347,1319 natoRank 5615,0
74348,16405 parentDepartment 16406,1
74349,35001 tvstation 39795,0
74350,10479 otherName 42988,1
74351,20524 nearW 14491,1
74352,25995 presenter 2940,0
74353,15904 cousins 24979,0
74354,35738 style 7400,1
74355,24942 bowlname 24938,1
74356,7877 iptvServ 1982,0
74357,22815 leader1Name 26851,0
74358,24072 county 371,0
74359,43839 honorificPrefix 39899,0
74360,23783 bronze 1886,0
74361,7633 affiliations 7634,1
74362,13138 mainInterests 38774,0
74363,3396 playerTeam 3416,1
74364,39998 arena 39999,1
74365,26708 related 38794,0
74366,28868 famousPract 21974,0
74367,6676 establishedEvent 6684,1
74368,39869 lga 2253,1
74369,4282 satServ 4389,0
74370,4315 playerTeam 30276,1
74371,16292 province 9927,0
74372,9776 officialLanguages 2284,0
74373,24362 semifinal 18959,0
74374,6168 coach 10949,0
74375,39419 parlName 39420,1
74376,42735 recorded 14649,1
74377,11287 nearestCity 10673,0
74378,7820 area 25914,0
74379,13089 champions 23533,0
74380,941 post1followed 40962,0
74381,34740 indexes 30922,0
74382,26754 class 42311,0
74383,8938 tvannouncers 478,1
74384,24150 services 3945,1
74385,10341 conf 30001,0
74386,20677 primaryUser 20664,1
74387,38053 mvp 38054,1
74388,32374 mvp 35565,1
74389,41585 themeMusicComposer 7204,0
74390,16992 hometown 18198,1
74391,39157 poll 1436,1
74392,22678 status 43070,1
74393,24067 debutteam 35675,0
74394,40258 timezone1Dst 888,0
74395,7287 source2Location 38700,0
74396,1572 church 1576,1
74397,8767 halftime 26587,1
74398,6051 activitySector 18032,0
74399,34249 nieces 21046,0
74400,35286 usAnnouncers 754,1
74401,26598 nearNe 33726,1
74402,6267 postalCode 42907,1
74403,36944 owned 9178,1
74404,10050 poll2title 27304,0
74405,15354 aircraftFighter 6907,1
74406,28474 honorificSuffix 5226,1
74407,10060 trainer 15267,0
74408,34610 e 11087,1
74409,3396 playerTeam 3417,1
74410,7776 drivers 38443,0
74411,41422 similar 41427,1
74412,6609 governingBody 3496,0
74413,28328 north 28330,1
74414,31973 genres 28706,0
74415,42919 owned 35511,0
74416,31653 pictureFormat 2602,1
74417,33036 presenter 33040,1
74418,1979 postseason 6403,1
74419,13933 monarch 34570,0
74420,39139 channel 3832,0
74421,29252 seat 31279,1
74422,15710 playerPositions 12708,0
74423,9268 breech 9269,1
74424,20010 succeeded 14,0
74425,14693 registry 3821,0
74426,10409 source 12820,0
74427,24583 issue 24580,1
74428,9851 nearN 13291,1
74429,5070 today 5031,0
74430,35878 rite 35880,1
74431,8643 governor 8644,1
74432,5351 rels 27204,0
74433,8279 commands 8280,1
74434,3877 nearS 429,1
74435,2552 capital 22690,0
74436,14491 teama 36366,0
74437,11765 role 12272,1
74438,4817 museum 4818,1
74439,24620 goals 5216,0
74440,38120 homeworld 38115,1
74441,5656 leagueTopscorer 43780,0
74442,35021 arena 33084,1
74443,40483 logo 39698,0
74444,25791 presenter 1172,0
74445,38291 goldw 38294,1
74446,35364 minister 35372,1
74447,29228 gamename 29350,1
74448,40273 nearE 35364,0
74449,6584 south 42146,1
74450,14925 source 17596,1
74451,25531 sponsor 33490,1
74452,31484 neighboringMunicipalities 1765,0
74453,9632 mostTeam 9633,1
74454,31363 assembly 31364,1
74455,15268 portrayer 15270,1
74456,36125 starterPg 36127,1
74457,5739 visitorConference 2188,0
74458,35640 profession 186,1
74459,7536 awardedBy 12404,0
74460,43446 continentalcup2Qualifiers 1565,0
74461,32978 fcl 26319,1
74462,21287 continentalcup 24539,0
74463,17129 diagnosis 17130,1
74464,8780 nearSw 8778,1
74465,16483 seats5Title 2041,1
74466,28768 motm 28775,1
74467,40817 incumbent 32343,0
74468,42341 notes 42343,1
74469,28529 leagueChamps 28530,1
74470,37335 secretaryGeneral 29384,0
74471,35724 debutstadium 18748,0
74472,31068 meetingPlace 38108,1
74473,17504 towns 17507,1
74474,7330 branches 5976,0
74475,29835 areas 29847,1
74476,832 postseason 25192,0
74477,33374 captain 2866,1
74478,11483 storage 3328,0
74479,239 garrison 244,1
74480,52 previous 57,1
74481,14346 founder 25811,0
74482,18875 founder 32462,0
74483,31945 gamename 11568,1
74484,19059 draftTeam 2114,1
74485,28390 followedBy 20922,0
74486,25238 bowlname 24778,0
74487,7881 subsid 2090,0
74488,35644 court 28677,0
74489,29680 stip 23923,0
74490,2474 governmentType 12380,0
74491,14684 southwest 22313,1
74492,7525 parliamentarygroup 7528,1
74493,2696 areaCodeType 749,1
74494,24320 satServ 15245,0
74495,36299 owners 32916,0
74496,7446 1namedata 32956,0
74497,1690 localCouncil 1687,1
74498,30390 colours 10316,1
74499,3294 elevationMaxPoint 1786,1
74500,4672 voicedBy 11252,0
74501,7701 southwest 26943,0
74502,4034 mascot 10170,1
74503,1591 union 1592,1
74504,6836 openedBy 7016,0
74505,15547 parentOrganization 15548,1
74506,513 neighboringMunicipalities 514,1
74507,762 bowlname 40349,0
74508,1430 appointer 1431,1
74509,23008 confedCup 23010,1
74510,27331 parents 16860,0
74511,43239 nearestCity 42995,1
74512,27644 history 36266,0
74513,371 knownFor 32955,0
74514,19342 runnerup 15331,0
74515,31879 poll 1436,0
74516,38746 university 28426,0
74517,22211 architecture 22212,1
74518,9835 assist 32315,0
74519,17599 breeder 2025,0
74520,3971 commands 26159,0
74521,10473 legislature 2663,0
74522,16620 father 39303,0
74523,30287 succession 30294,1
74524,33380 asstCoach 6433,0
74525,13612 host 13613,1
74526,13216 nearNw 31852,1
74527,41879 commandStructure 41867,1
74528,9854 chairman 37665,0
74529,31536 playerPositions 38181,0
74530,14689 divisions 14690,1
74531,35824 honorificPrefix 1677,0
74532,30963 rd3Team 30968,1
74533,42562 leaderName 25802,0
74534,33223 fedgov 19075,1
74535,27239 sire 40393,0
74536,10068 w 9947,1
74537,261 overlay 31515,0
74538,15902 shireDistrict 40149,0
74539,21871 goalie 11585,0
74540,14266 unit 14265,1
74541,9923 bowlname 12170,0
74542,41495 sisterNames 3742,0
74543,40626 influences 34008,0
74544,4193 gm 35398,1
74545,298 onlineServ 976,1
74546,40546 father 26241,0
74547,28778 instruments 28787,1
74548,8531 constructors 15668,0
74549,30526 followedBy 30524,1
74550,33899 constituency 30717,0
74551,848 currentTeam 19981,0
74552,18159 stat2label 534,1
74553,499 sign 4719,0
74554,32593 continentalcup1Qualifiers 32594,1
74555,20837 semifinal 3112,0
74556,28859 relations 32592,0
74557,15264 mopteam 29902,0
74558,28156 sisterNames 32405,0
74559,30855 competition 30858,1
74560,43709 cup1Result 8936,0
74561,1165 cityServed 13622,0
74562,14622 commander 10363,0
74563,20113 list1. 27878,1
74564,17813 postseason 28427,0
74565,22645 blank2InfoSec 19246,0
74566,41736 division 2093,1
74567,14130 thirdTeam 14135,1
74568,8466 towns 8464,1
74569,28070 leaderName 24499,1
74570,7591 developedFrom 37455,0
74571,18539 postalCode 28830,1
74572,17911 west 39896,0
74573,10915 relegated 3867,1
74574,11671 asstCoach 2532,1
74575,13062 bowlname 23402,1
74576,8342 proteam 27023,0
74577,7874 playerTeam 26153,0
74578,43749 hometown 38517,0
74579,39799 runningMate 11615,0
74580,33954 statlabel 3193,1
74581,12105 seasonTopscorer 26078,0
74582,27756 doctoralAdvisor 8810,0
74583,5804 affiliations 3012,0
74584,34231 postTown 15794,1
74585,16493 lcb 32901,0
74586,7773 knownFor 23511,0
74587,13423 gamename 13430,1
74588,6459 south 6457,1
74589,6584 northeast 6564,1
74590,20793 mapEntity 35623,0
74591,5327 postgroup 23709,0
74592,39613 rd2Team 39614,1
74593,7899 nearNe 7902,1
74594,516 neighboringMunicipalities 523,1
74595,17391 affiliation 32248,0
74596,28169 minister1Pfo 28170,1
74597,35618 previousowners 39210,1
74598,15746 west 15752,1
74599,11206 alongside 11228,1
74600,13811 commander1Label 13814,1
74601,29123 campus 5606,0
74602,2048 operations 2049,1
74603,42622 week 24121,0
74604,10611 destination 1146,1
74605,19469 seealso 16611,0
74606,21346 seatType 21351,1
74607,5477 house 37674,0
74608,32276 leader1Name 32281,1
74609,1675 satServ 33721,0
74610,2906 sisterNames 19893,0
74611,1422 architect 39747,0
74612,43050 diocese 16314,0
74613,32401 shireDistrict 37588,0
74614,36006 followedBy 36841,0
74615,9558 parentDepartment 26993,0
74616,29637 defenceBranch 29638,1
74617,27466 week 27470,1
74618,5711 seat 27069,0
74619,13328 captain 20056,0
74620,5155 alongside 27072,1
74621,3079 cathedral 15887,1
74622,18384 confed 10272,1
74623,39853 colour 42664,0
74624,23422 week 23437,1
74625,39312 recordTeam 13232,0
74626,28439 constituencyMp 36091,0
74627,3511 identificationSymbol 3517,1
74628,41991 countryOfOrigin 532,0
74629,8475 separations 20939,1
74630,31455 runnersUpManager 31456,1
74631,23815 visitorCoach 23817,0
74632,16704 founder 37833,0
74633,38314 buildingType 38315,1
74634,21650 primeminister 23268,0
74635,5608 qb 1257,0
74636,14323 homeStation 14324,1
74637,36427 commander 17647,0
74638,25144 southwest 27493,0
74639,28249 gamename 29119,1
74640,41376 tvstation 37018,1
74641,40146 federalSubject 9927,1
74642,42525 father 38555,0
74643,43140 east 43141,1
74644,9285 nearNe 28963,0
74645,30252 holder 8220,1
74646,26804 commandStructure 14472,0
74647,5361 runnerUp 40520,0
74648,24235 related 21992,0
74649,17143 playerPositions 26053,1
74650,26623 base 26374,0
74651,7335 strokes 7336,1
74652,1475 southeast 13626,0
74653,38444 religiousAffiliation 38445,1
74654,3032 constituencyScottishParliament 16462,0
74655,28484 zoneChampionship 28487,1
74656,4353 origins 6914,1
74657,34171 mission 34176,1
74658,29146 chancellor 29153,1
74659,26169 damsire 8474,0
74660,1155 other 167,1
74661,20534 parent 36742,0
74662,12527 knownFor 28013,0
74663,6371 southeast 6373,1
74664,28070 east 28071,1
74665,27646 bowl 22158,0
74666,6584 south 22535,0
74667,5187 week 2922,0
74668,9532 source1Location 29332,1
74669,4592 terrServ 42905,0
74670,33240 issue 33334,1
74671,23339 company 23343,1
74672,17697 district 17704,1
74673,27207 wcChampionship 27208,1
74674,43941 beforeElection 39153,1
74675,31376 winterNext 1797,0
74676,8918 preceded 33621,0
74677,19614 arena 25056,1
74678,26415 arena 34787,1
74679,4445 notableWorks 6293,0
74680,8247 primeminister 3787,0
74681,21038 stat1label 101,1
74682,22479 champions 22482,1
74683,12907 isoCode 1340,0
74684,19674 gamename 36679,0
74685,36215 subdivisionRanks 1827,1
74686,9587 bronze 23102,0
74687,43912 winners 43913,1
74688,8169 halftime 34390,1
74689,11745 affiliation 11748,1
74690,11437 text 16847,0
74691,26035 mouth 19295,0
74692,35388 teamb 14955,0
74693,40472 topGoalScorer 40476,1
74694,14292 rd2Team 14298,1
74695,42501 license 3655,1
74696,2144 playerTeam 37470,1
74697,43121 rd3Team 18824,1
74698,3533 timezone1Dst 2407,0
74699,8146 mountains 24031,0
74700,28896 ffff 16647,1
74701,4141 subsid 4144,1
74702,1243 recruit 33571,0
74703,2201 father 20891,0
74704,11901 playerTeam 42276,1
74705,6003 towns 9770,0
74706,179 citizenship 180,1
74707,11785 tribus 15597,0
74708,43016 electedMps 36252,0
74709,11986 deputy 32151,0
74710,31863 playerTeam 31866,1
74711,39818 ethnicity 23082,0
74712,13393 nearNw 13392,1
74713,32217 buildingType 2898,0
74714,17196 bowling 16066,0
74715,8703 gamename 13437,0
74716,35773 nearN 35774,1
74717,5460 keyPeople 33580,0
74718,642 beforeElection 30046,0
74719,23430 offScheme 9484,1
74720,7653 postcode 7657,1
74721,1768 related 1772,1
74722,8370 other 167,1
74723,28188 gamename 16991,0
74724,21198 bowling 29204,0
74725,7285 tributariesRight 7291,1
74726,29757 constituencyMp 28544,0
74727,36484 lcb 36485,1
74728,5160 draftTeam 11386,1
74729,6452 incumbent 26431,0
74730,15976 sisterNames 15982,1
74731,34544 c 8655,1
74732,22257 controlledby 11988,1
74733,7484 split 17459,0
74734,6211 basketballarena 12775,0
74735,21680 commands 21683,1
74736,5947 seat 5950,1
74737,5029 coorPinpoint 37782,0
74738,10659 isoCode 2886,0
74739,39227 constituency 19114,0
74740,38268 series 24604,0
74741,9952 editor 43111,0
74742,9294 rivalClans 9298,1
74743,43205 termlength 17953,0
74744,12793 partsType 12795,1
74745,16848 division 33077,0
74746,9648 runnerUp 1427,1
74747,29940 membersLabel 36670,0
74748,39139 specialization 39143,1
74749,9038 blank6NameSec 13469,0
74750,16520 beforeParty 16522,1
74751,9779 languages 7076,1
74752,6741 hqLocationCountry 2615,1
74753,10190 narrated 33359,0
74754,29185 conference 21293,0
74755,25423 domestCup 25844,0
74756,12147 runningMate 25455,0
74757,32288 highscorer 33714,1
74758,12754 lp 15477,0
74759,6137 buildingType 40132,0
74760,606 neighboringMunicipalities 607,1
74761,13865 cteam 15226,1
74762,22801 company 22802,1
74763,13283 nearW 24656,0
74764,15528 placeOfBurial 15533,1
74765,30488 hometown 43165,0
74766,42760 programmingLanguage 42762,1
74767,148 mainIngredient 16437,0
74768,7528 european 3273,1
74769,14157 peerage 39515,0
74770,21182 continentalcup1Qualifiers 39724,0
74771,20260 secondRider 29924,0
74772,30438 academicAffiliations 2714,0
74773,9237 away 9239,1
74774,36489 unit 20645,1
74775,8408 replaced 8409,1
74776,4406 arena 29025,1
74777,11767 shipSensors 11768,1
74778,9161 sire 26824,0
74779,31228 unrankedRegnum 8062,1
74780,14689 locationCity 9707,1
74781,40733 leaderName 26403,0
74782,33066 seat 3882,0
74783,35591 post 5883,1
74784,23860 homeConference 357,1
74785,16950 garrison 12570,0
74786,12242 moreUsers 40243,1
74787,3906 north 24894,1
74788,10974 continentalcup 10978,1
74789,17189 northeast 10862,0
74790,9190 rd2t1Loc 40034,0
74791,14048 west 14049,1
74792,12321 bordering 37651,0
74793,42620 north 42626,1
74794,21615 bronze 21616,1
74795,3067 principal 33262,1
74796,2681 unrankedDivisio 445,1
74797,30985 nickname 30971,0
74798,7910 licensee 23353,0
74799,1352 keyPeople 1353,1
74800,41208 captain 28297,0
74801,35650 relatives 18954,1
74802,8098 commander 8101,1
74803,21577 tvannouncers 1040,1
74804,41591 formerTeams 2115,0
74805,43989 classification 32001,0
74806,4448 cteam 4458,1
74807,8010 shireDistrict 9351,0
74808,20958 mascot 20960,1
74809,27438 motm 17283,0
74810,17693 asstCoach 34966,0
74811,4445 notableWorks 38301,0
74812,8788 blank1NameSec 3957,1
74813,21107 split 37753,0
74814,17242 west 30242,0
74815,11046 east 24900,0
74816,36641 blankNameSec 23804,1
74817,30411 workInstitution 30412,1
74818,42485 county 23165,0
74819,40301 rd2Team 38227,0
74820,3588 populationDemonym 36036,0
74821,14345 usNetwork 16643,0
74822,39109 subgroup 10673,1
74823,31798 nearE 31799,1
74824,28595 primeminister 28601,1
74825,35800 province 35802,1
74826,9751 soccerstadium 10172,1
74827,36323 regionServed 778,1
74828,1311 west 26235,0
74829,15791 towns 15794,1
74830,21438 use 17191,0
74831,10294 list1. 35543,1
74832,42949 honorificPrefix 4244,0
74833,14894 preceded 14897,1
74834,8747 previous 24558,1
74835,30855 leagueTopscorer 30857,1
74836,3342 restaurants 3344,1
74837,8113 competitions 22410,1
74838,18699 honorificSuffix 26166,0
74839,13286 nearN 13418,1
74840,5117 postalCode 5120,1
74841,21877 nearS 39899,1
74842,6168 postseason 14700,0
74843,14646 profession 14648,1
74844,4393 alongside 12587,0
74845,14023 goalie 35011,0
74846,42037 umpires 42048,1
74847,8569 rlProclubs 39505,0
74848,17796 officeholder 17821,1
74849,6114 controlledby 9436,1
74850,32179 defendingChampions 32200,1
74851,12349 sisterNames 12374,1
74852,24597 honorificPrefix 418,1
74853,6749 west 6728,1
74854,15188 governor 19190,0
74855,27646 captain 27648,1
74856,411 status 17228,0
74857,5750 bowlname 23932,1
74858,29634 formerSeries 34764,0
74859,7461 leaderName 2038,1
74860,8399 southwest 16597,0
74861,3688 captain 18000,1
74862,3649 extensions 3652,1
74863,30815 debutagainst 27597,1
74864,7239 governmentType 7240,1
74865,9038 southeast 9046,1
74866,32082 mop 1950,0
74867,6936 category 32634,0
74868,8569 repteam 35602,0
74869,42657 level 89,1
74870,4227 homeworld 25726,1
74871,29622 namesake 30569,1
74872,4480 goalie 12444,0
74873,8617 formerMllTeams 7707,0
74874,523 mop 41994,0
74875,4369 majorwins 18818,0
74876,4813 children 32812,0
74877,40808 continentalcup 2763,0
74878,34463 surface 33736,0
74879,6624 currency 26820,0
74880,8414 leaderName 39228,1
74881,2492 assembly 32409,0
74882,3149 homeCoach 9344,1
74883,23706 kicker 23707,1
74884,729 poll1title 4362,0
74885,10356 hometown 17664,0
74886,43371 division 41525,1
74887,4549 father 16739,0
74888,34620 placeOfPriestlyOrdination 14794,0
74889,28586 shireCounty 3923,1
74890,23356 mostNominations 23358,1
74891,22558 usAnnouncers 22560,1
74892,8350 mp 30749,0
74893,8622 mvp 8624,1
74894,4617 coach 4618,1
74895,42244 ballpark 42249,1
74896,28968 mmf 27566,1
74897,38467 languages 601,1
74898,1979 postseason 15640,0
74899,5589 mother 24589,0
74900,7410 bowlname 18873,0
74901,26205 role 26207,1
74902,20283 foundedBy 11217,1
74903,34645 lga 11557,1
74904,20233 champion 34696,0
74905,12829 baseballfield 18046,1
74906,29178 leaderName 14218,0
74907,39916 schoolboard 39917,1
74908,4085 divisionSpecial 26603,0
74909,32978 fcl 19252,1
74910,1428 tradedAs 1429,1
74911,7567 orogeny 2126,0
74912,7169 writers 34908,0
74913,8786 voice 23988,0
74914,20696 seat 42117,0
74915,41632 discipline 38661,0
74916,4238 winners 4241,1
74917,30051 beforeElection 24634,0
74918,7194 other 167,1
74919,6234 doctoralAdvisor 40861,0
74920,1500 north 19368,0
74921,2771 finalcity 1527,1
74922,4218 establishedTitle 17710,1
74923,30176 rd2Team 30181,1
74924,29596 school 2473,0
74925,162 chairman 166,1
74926,7015 ideology 9152,1
74927,13721 hometown 14334,0
74928,17913 isoCode 9647,0
74929,27487 mfm 23884,1
74930,731 bowl 9904,0
74931,22934 seat 41055,0
74932,10050 gamename 593,0
74933,8708 rd3Team 13625,0
74934,11606 countySpecial 10783,0
74935,21233 eventEnd 23618,0
74936,35789 nearN 42665,1
74937,36025 reason 6150,0
74938,20799 succession 20801,1
74939,18124 playerTeam 33082,1
74940,25615 demographics1Title 13121,0
74941,35180 commandStructure 13925,0
74942,14292 rd3Team 39422,0
74943,6149 preceded 9539,0
74944,43048 comptype 38797,0
74945,8498 allegiance 39760,0
74946,20335 draftTeam 23641,0
74947,1483 east 1475,1
74948,14717 gamesPlace 10073,0
74949,37388 bronze 37390,1
74950,9560 secondTeam 9563,1
74951,31889 cityServed 39925,0
74952,19455 production 19457,1
74953,2385 defCoach 29006,0
74954,31752 basinCountries 374,1
74955,17841 goalie 9824,1
74956,826 rd2Team 833,1
74957,34255 diocese 22873,0
74958,8648 diocese 32092,0
74959,15809 county 13839,1
74960,17733 rd2Team 1988,0
74961,43237 religiousAffiliation 8479,1
74962,13531 chairman 35322,0
74963,34925 higherRank 32652,0
74964,16549 mostSuccessfulClub 16552,1
74965,22688 capital 22690,1
74966,32632 southeast 23805,1
74967,32081 silver 32083,1
74968,38178 seatType 2205,1
74969,5575 meteorshowers 19799,1
74970,10676 material 10678,1
74971,4949 rivalries 3198,0
74972,26657 assembly 26756,1
74973,10271 west 26695,1
74974,36178 riverSystem 36179,1
74975,36684 championSite 39864,0
74976,27618 managers 26933,0
74977,34510 broadcastArea 1465,1
74978,2769 goalie 34393,0
74979,6569 mediaAffiliates 7786,0
74980,12510 moreUsers 18039,1
74981,7967 metabolism 7969,1
74982,29438 constituencyWestminster 15740,1
74983,4448 conference 36308,0
74984,8223 owned 8224,1
74985,8696 father 21773,0
74986,13968 namedFor 32203,0
74987,12899 marchingband 12901,1
74988,35516 careerPosition 859,1
74989,22205 chairperson 2493,0
74990,3166 coach 3169,1
74991,9583 monarch 18857,0
74992,38793 host 38010,1
74993,6168 postseason 16819,1
74994,34454 lowestAttendance 25384,0
74995,9274 listing 2740,0
74996,39583 cup1Result 39479,1
74997,20563 academicAffiliations 38766,1
74998,37759 constituencyWestminster 20702,0
74999,22651 pastCommanders 22652,1
75000,9501 stategov 29534,0
75001,13410 nearNw 25111,0
75002,9661 poll2title 23586,0
75003,12836 operatingSystem 12837,1
75004,25119 role 11972,1
75005,41995 related 41997,1
75006,2078 nocname 29383,0
75007,13411 nearS 38083,0
75008,15653 leaderName 15654,1
75009,28548 ncl 28558,1
75010,20991 company 20994,1
75011,40685 thirdTeam 42310,0
75012,34211 mp 10280,0
75013,16261 parish 16263,1
75014,818 allies 835,1
75015,26951 alongside 37854,0
75016,43083 mvp 42930,1
75017,4190 owned 30701,0
75018,23813 usNetwork 298,1
75019,29 defCoach 32,1
75020,20298 founder 28082,0
75021,31506 placeOfBurial 31507,1
75022,4268 founder 38907,0
75023,21546 rd2Team 21547,1
75024,8168 captain 19641,0
75025,4438 continentalcup 31109,0
75026,33924 ballpark 33926,1
75027,1932 runnerUp 29028,0
75028,2701 establishedEvent 2704,1
75029,13547 relegated 35976,0
75030,5552 proteam 35759,0
75031,762 bowlname 37455,1
75032,18072 nominee 18080,1
75033,21362 bowl 17048,0
75034,24854 runnerUp 26032,0
75035,1631 divisions 36856,0
75036,11985 rd3t1Loc 22475,0
75037,13659 sponsor 36101,0
75038,42151 group 24426,0
75039,729 poll2title 15749,0
75040,467 mvp 491,1
75041,41773 hometown 25053,0
